#OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,1-100-0.22
27af05757211c4e22e274f6521c2b033,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium bacterium,34
27c42c5ea49a3ae4d7740e015eec7d99,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,Ambiguous_taxa,Ambiguous_taxa,129
27ca2b8f287c3a7e4d864cc870cf67b7,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,811
281a8c0145f56a7d7a63f9b06847b862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured Hyphomicrobiaceae bacterium,440
2859d0c4e0f71bcc5074a5cf465bb43f,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,91
289dbefdccf65b3b32dee44ece21702f,Bacteria,Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,30
2913eb63f568f75256076ac0890af5bd,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NS5 marine group bacterium,62
29808558f20a5459a28bf60ddf886cd5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,554
298a42f46bb475a174b64d77798a8d00,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,433
2997f1920aefbb91632b549f2538b73b,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,Clade Ia bacterium,964
2a388a77ee914a7b9b56657193a11fd4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,112
2a4e4321ffe17b4d58133c9452f7ec33,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,259
2aa34cd477e9ef796f303c1cd51530be,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,marine metagenome,marine metagenome,marine metagenome,274
2af738a47c304eb95b69ceec1a2287b0,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,164
2b30269ca8a6446a197a34b2037df2dc,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,Clade Ia bacterium,143
2b426003f80a504011fefd302d6311d4,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,243
2bab1af5b11f4de526b8dbfcc5d8c44a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,698
2bf8c9720575151a832692968fd90399,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,187
2c3107a8068b120a9e6948c79c2ac969,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,5
2c40e9498897c85eda8fde851826e7e7,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,Pseudohongiella bacterium,95
2c53be14e406cfdbd2608d4cd32c0f13,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,215
2c5aa58a520d8b2c81fed3695ea78dd4,Bacteria,Margulisbacteria,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,142
2cdc523ba7dc59d8b6a0d6cf446e778b,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella bacterium,103
2d8452f62bfb6ba58f69a4a10c44e945,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,uncultured,uncultured bacterium,37
2d884be8464c17c000bbeacb76b61c78,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 clade bacterium,SAR116 clade bacterium,43
2de4c4d21f34ef30deccd7956154f589,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,71
2e21c3999f212faf24d64c6db85ed9db,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,204
2e80e945927c95144948affe62c0920d,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,Ambiguous_taxa,Ambiguous_taxa,25
2f0f30919323d610a0a058b0eae82861,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,SAR86 clade bacterium,SAR86 clade bacterium,SAR86 clade bacterium,122
2f40337e415f2ac5ace3b30657a80109,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,106
2fafd51472e630db25653c834ed222c8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Gimesia,Ambiguous_taxa,92
2fc57e79de44ed1f662497532b95668f,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,164
2ff0a172c72d96fac751f72b803c6ee7,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,1818
302c1266eea1521af00eb9e26491e3f3,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,117
312abd639c04f8aba16fcaab705aa43e,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,240
316abdce9bdc299cbbac0c217c6446e2,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,301
318b0203e3af6dc744166aaf8c48b31f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,246
31cb377f89aa64fbad61a50df20affa1,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,30
31dee5d3f90d982bd7484cdb179e5047,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,511
31f1c6b0fc2ac518e94e7cadfe7f28a1,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,564
3241cfd080b6f4d2b6936edbcc4fcf41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,68
324921d9eefb325adc4b0ed3f77ec62c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,Ambiguous_taxa,84
325ca25e9c6f6066b183bad6d04cd2c9,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Ambiguous_taxa,Ambiguous_taxa,452
327abcd5132ce724a122f9155faa8c8d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium bacterium,3769
32894aafbf88955e20026f602b10820a,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae bacterium,Cyanobiaceae bacterium,224
329531866292c2449ce918ad60425ec4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,431
329ffb02ba975d5ad21e508b891d89e3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,80
32a063141705abebe4d1cdb3e2ff1f13,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Ambiguous_taxa,Ambiguous_taxa,210
32a1de2e50f861d3faa0a10359894288,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,103
33331bbb56173e885d67e2d8825138b1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Ambiguous_taxa,94
333d1ced4371f361362e840cbf16bf7e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II bacterium,Clade II bacterium,1
334af92d50434d914bd52de5a1065eff,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,278
3383a93fe33a21ba3dce45220ae3e461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,AEGEAN-169 marine group bacterium,AEGEAN-169 marine group bacterium,382
33a2d9530c3e8aa3490c61e982c8267d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,158
33e4ce0575c7bbfc7623cf2fe3813837,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured marine bacterium,49
3435441bdcfefd79afe1a646b404699f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,84
3441b55697a9ee5d7140a1b463d8513e,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,464
34430b790a9deefa258b4644c0c54e02,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,uncultured bacterium,66
3495677b6cc11e0f5dfd8f4c8777245e,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,35
356ded565fa404138d3f8b9e33776c90,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,Ambiguous_taxa,Ambiguous_taxa,85
3598c71abdaed891faf64ab69261d5e9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas bacterium,89
361efb2e1ddf9fcc3166dff41055a4ef,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,1687
362515f84faf0a5bf2dfe775b5cc1a71,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella bacterium,185
366c1d1e6db42fa03d225f0ebfbc8247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured marine bacterium,uncultured marine bacterium,74
368d96b2f128d8ee55d8d6cb01cfd26f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,166
36a7bc45b28d8ac4eaf64e6c3d9d5120,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,214
36c1b0e7239603dc98fa723163c8017e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured Rhodobacteraceae bacterium,66
36dedd706cfc058002889d765f699815,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,450
3730c14235d0a8677eb00b343d5c765a,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,64
373c645fedc307ba8e4f51408b674884,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Ambiguous_taxa,171
3754b474d7e5d262794cf0d3e078f006,Bacteria,WPS-2,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,88
37569180595c13dc2818dadf11078581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured Rhodobacteraceae bacterium,213
37c0b1c695397feca4f2f5ff6905c7cf,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,416
37fa3a1fd3e6eef6fc0e1d3574bf0c35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,Ambiguous_taxa,137
389adab348868b45815efabf492f7819,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Tepidiphilus,Tepidiphilus bacterium,93
38b76981540b504e3dac62354463a330,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,Ambiguous_taxa,4
390917e0ad25df33d1cc4d4201dc7a1b,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,Marinobacter bacterium,217
3a15db1c9e3ab24a60e364854be4c8c8,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,uncultured SAR324 cluster bacterium,282
3a3d4145e359fa1bb40072a2f4bffb4a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,1704
3a76dc805067c5d240ff5624b5f1f395,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Ambiguous_taxa,384
3a8a7409bdc33da14a01ec3e3313b9a7,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus bacterium,253
3a9721122d7051992d5dbc3f1cad7a9b,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II bacterium,Clade II bacterium,39
3af1ae41b3a4ebdf5b88623531db8aaf,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,OCS116 clade bacterium,OCS116 clade bacterium,235
3b8a6a1e831ff317190dab9392eae0db,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NS5 marine group bacterium,104
3b9848bcf6e8ea84a7d5ba080be7fefe,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,1752
3bf96ce9e08ac088bdcfee8faaf4a22b,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,uncultured bacterium,uncultured bacterium,166
3cbf0bc2f685e6a4e5d3116e09a5d2d9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,405
3d0d96ced1f2cb596c86e245d598baa2,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,1349
3d1bcf41baec18a6feb2ddb21c3c8b98,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,1009
3d1c05f4051a0a60323d8a0e8e801979,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae bacterium,Microbacteriaceae bacterium,41
3d338d86c44e99913838281be117565c,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,57
3d416f3ae4e68a32d73dce1354ad7927,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 bacterium,113
3e0b9692ba431e5bdafb0f9b94fdc6d3,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,255
3e55906ed8ff656a2279c79afb9fcfdf,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,178
3e8b85f36906934ea148cd581e2dfca4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,1200
3ea955e6904c44911c909797302fd777,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,46
3ebca60786781ddd1b31091f84a86f7d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,641
3f069553926c1bc43e6743f9ee4821bf,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured,metagenome,51
3f13f54aa19a71ab95fc2dff95f1bb00,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Ambiguous_taxa,251
3f75af9bba716b458ed2573d8ed7f5cc,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,2209
3f85e63792858446830350a2de8815d4,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton,290
3f95a362ec8917884d1103fa10e369c7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,445
3f9f0da85ff4189def8a85aeba6219d9,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,Marinimicrobia (SAR406 clade) bacterium,169
4038eba28da4093d8dcb5c62744864bc,Bacteria,PAUC34f,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,124
403b6f926e8d0d724dc187ad679916d6,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,302
40468b5c5be21815dad91b11261d8687,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured marine bacterium,2
409d2a1ee4ccdf4bd190daad9c090c9e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,174
41061cada40a12073d8315bcaabaecd0,Bacteria,Margulisbacteria,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,97
41d9fca6390f5238e266fcdaeac7ad93,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae bacterium,Cyanobiaceae bacterium,31
4242c23bbc38de1c843fd2e17392cc43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,95
424683e7ae7754d59d6398b5e301faaf,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,612
42501ae4265b728c7e66d4d6ee84c188,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides bacterium,313
427059f823acf77bd3c6e369528ab182,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,158
4276d27d8b7cc30907f9727c0ec0c390,Bacteria,Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,216
42c934de102d6e0a94dc3ff3260de439,Bacteria,PAUC34f,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,83
42ccf8875f48f31cd795070e55c1aec6,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,128
434492dfe19f3675b2bb002ea4650243,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,149
43b357636f24d8d3ab42e0b4f83a6ea6,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 clade bacterium,SAR116 clade bacterium,292
440d6f6b970d2c3ba3764618b969f612,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,151
4441715e5ea7e3dd85af303593ea3543,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,63
44c26e61c891526c4394461be2b9f327,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,79
44e9efaebe760c0be710f881f6e66661,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade I bacterium,Clade I bacterium,160
450c38c6d9a55c994ef20beeebe4987d,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,106
4569cd40d1b218ef86abaeec389d1863,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,87
45bf942a33405253e0c1727274cd8bbc,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,75
468e1a13508208ad1abc758840acaf9b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,25
46a58dbeec46438c1dcfb01ffc1f8b7d,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,uncultured bacterium,12420
46ea61405f399bd59b7184aff66ce5df,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,uncultured marine bacterium,uncultured marine bacterium,100
476344c2853fd4540a6d6b8b1000de2b,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,48
47825da3d6412e289a5068bc57467b34,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,uncultured bacterium,588
47d6f001bc39b4769dea3ee9d1112d42,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured marine bacterium,48
47de4ce9d1d0c8980e9d57e3090334cb,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,SAR11 clade bacterium,SAR11 clade bacterium,SAR11 clade bacterium,1275
480f6921945e742eadcacbc6b81f727e,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,379
4820729f400992ac7da4a662e3d97ee9,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,79
4872bb7ff88edde8aaf3ca8f4bb51ae1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,OM43 clade bacterium,346
48c45e81402b779e627315a9d74a5d6f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II bacterium,Clade II bacterium,467
495c68619a88f9fe4a49aad7385c6664,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis bacterium,39
4986f8f43ee6f779449de58dbadcbcd1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,150
4a06b1cfaa2fd0c388172d9c57329053,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,Ambiguous_taxa,171
4a528f40fcf5fa308cc5de53a8d2bd2f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,Ambiguous_taxa,Ambiguous_taxa,35
4a6c2470d8e740a73a183c0038c28dae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Ambiguous_taxa,Ambiguous_taxa,110
4a70345c4717affeca85a919a3edaea9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium,245
4ab8a79a4c877b5cf91e5464b00b080b,Bacteria,Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,78
4af6d1e2dd91ba6eed84c2cfe19ce939,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Ambiguous_taxa,70
4b03c3a49426ad5398300fdef305b643,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,seawater metagenome,seawater metagenome,112
4b06aadc8b63cc27033e6b8651da2d22,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,uncultured bacterium,169
4b08ac03cd7b9c3649ce27f5afbecb74,Bacteria,Margulisbacteria,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,Margulisbacteria bacterium,154
4b439911efc92e1109281984edacd4a4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter bacterium,185
4b50be28c2cc7c6a4dbc6300155c5218,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,66
4b6e307a35228e15a1677630d67fd835,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,221
4bf0922f1b71f1fbfe243272e71eab0e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,Ambiguous_taxa,52
4c1f47a8699c79cf9312b392d4e6c875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,AEGEAN-169 marine group bacterium,AEGEAN-169 marine group bacterium,166
